"full_name","H","albedo","diameter_sigma","e","a","i"
" 88188 (2000 XH44)",16.08,0.374,0.26,0.3913,2.008,11.34
" 88213 (2001 AF2)",19.48,0.028,0.42,0.5953,0.9539,17.81
" 88254 (2001 FM129)",17.77,0.252,0.01,0.6295,1.182,1.52
" 88263 (2001 KQ1)",15.69,0.037,0.03,0.4326,2.097,38.79
" 88264 (2001 KN20)",17.01,,,0.4533,2.147,12.08
" 88710 (2001 SL9)",17.58,0.281,0.20,0.2701,1.061,21.90
" 88959 (2001 TZ44)",17.45,,,0.5636,1.723,53.83
" 89136 (2001 US16)",20.28,,,0.2528,1.356,1.91
" 89355 (2001 VS78)",15.79,0.246,0.05,0.3083,1.787,22.66
" 89830 (2002 CE)",15.01,0.079,2.15,0.5070,2.078,43.64
" 89958 (2002 LY45)",17.22,,,0.8864,1.642,9.90
" 89959 (2002 NT7)",16.55,0.224,0.09,0.5284,1.735,42.36
" 90075 (2002 VU94)",15.38,0.294,0.08,0.5742,2.138,8.86
" 90147 (2002 YK14)",18.31,,,0.3315,1.474,28.00
" 90367 (2003 LC5)",17.92,0.048,0.01,0.4262,1.156,16.88
" 90373 (2003 SZ219)",18.80,,,0.2045,1.627,9.87
" 90403 (2003 YE45)",17.78,0.493,0.14,0.2800,1.234,19.01
" 90416 (2003 YK118)",18.86,0.062,0.01,0.4922,1.695,7.83
" 96189 Pygmalion (1991 NT3)",16.48,0.041,0.17,0.3070,1.821,14.00
" 96315 (1997 AP10)",17.04,,,0.6436,1.443,6.65
" 96536 (1998 SO10)",15.45,,,0.7770,2.305,41.06
" 96590 (1998 XB)",16.28,0.489,0.22,0.3512,0.9079,13.60
" 96631 (1999 FP59)",18.17,,,0.2596,1.698,1.77
" 96744 (1999 OW3)",14.78,,,0.7791,2.095,34.72
" 97725 (2000 GB147)",18.76,,,0.3089,1.798,18.19
" 98943 Torifune (2001 CC21)",18.71,,,0.2192,1.032,4.81
" 99248 (2001 KY66)",16.54,0.429,0.04,0.5077,1.866,10.61
" 99799 (2002 LJ3)",18.52,,,0.2756,1.462,7.56
" 99907 (1989 VA)",17.93,,,0.5947,0.7284,28.80
" 99935 (2002 AV4)",16.15,,,0.6450,1.654,12.77
" 99942 Apophis (2004 MN4)",19.09,0.35,0.04,0.1912,0.9224,3.34
"100004 (1983 VA)",16.47,0.0668,0.10,0.7027,2.59,15.70
"100085 (1992 UY4)",17.89,,,0.6187,2.651,2.64
"100756 (1998 FM5)",16.34,0.163,0.05,0.5546,2.265,11.57
"100926 (1998 MQ)",16.63,0.234,0.14,0.4075,1.783,24.24
"101869 (1999 MM)",19.48,,,0.6107,1.624,4.77
"101873 (1999 NC5)",16.39,,,0.3931,2.029,45.79
"101955 Bennu (1999 RQ36)",20.21,0.044,0.00,0.2037,1.126,6.03
"102873 (1999 WK11)",17.63,,,0.4676,2.133,7.45
"103067 (1999 XA143)",16.80,0.246,0.03,0.5812,1.843,38.57
"105140 (2000 NL10)",15.74,0.223,0.06,0.8169,0.9143,32.54
"105141 (2000 NF11)",19.09,0.431,0.05,0.1890,1.421,14.83
"106538 (2000 WK63)",16.29,,,0.7656,2.419,10.34
"106589 (2000 WN107)",16.02,,,0.6178,2.146,14.37
"108519 (2001 LF)",17.94,0.060,0.61,0.2710,1.604,16.40
"108906 (2001 PL9)",17.90,,,0.3604,1.235,20.93
"111253 (2001 XU10)",15.25,0.178,0.89,0.4398,1.753,42.04
"112221 (2002 KH4)",15.52,,,0.4435,2.271,58.67
"112985 (2002 RS28)",15.88,0.033,0.03,0.4922,2.22,46.99
"115052 (2003 RD6)",17.46,,,0.3182,1.669,31.32
"136564 (1977 VA)",19.28,,,0.3942,1.866,2.98
"136582 (1992 BA)",19.88,,,0.0680,1.342,10.50
"136617 (1994 CC)",17.97,,,0.4174,1.638,4.68
"136618 (1994 CN2)",16.86,,,0.3950,1.573,1.44
"136635 (1994 VA1)",19.12,,,0.1749,1.573,7.64
"136745 (1995 WL8)",17.88,,,0.4841,2.365,17.78
"136770 (1996 PC1)",20.56,,,0.4514,1.838,25.10
"136773 (1996 TR6)",18.61,,,0.1803,1.585,22.10
"136793 (1997 AQ18)",18.35,,,0.4654,1.147,17.37
"136795 Tatsunokingo (1997 BQ)",18.11,,,0.4781,1.747,10.99
"136818 Selqet (1997 MW1)",18.98,,,0.3463,0.9375,12.78
"136839 (1997 WT22)",18.85,,,0.3058,1.485,8.16
"136849 (1998 CS1)",17.70,,,0.5783,1.492,7.79
"136874 (1998 FH74)",15.75,0.073,0.13,0.8840,2.202,21.14
"136897 (1998 HJ41)",18.56,,,0.1247,1.363,38.88
"136900 (1998 HL49)",17.39,,,0.6367,1.747,10.98
"136923 (1998 JH2)",16.31,,,0.4417,2.134,6.62
"136993 (1998 ST49)",17.85,,,0.5955,2.309,24.47
"137032 (1998 UO1)",16.66,0.183,0.32,0.7634,1.596,25.47
"137044 (1998 UC50)",16.80,,,0.4292,2.268,4.38
"137052 Tjelvar (1998 VO33)",17.04,,,0.8097,1.248,14.90
"137062 (1998 WM)",16.77,0.411,0.04,0.3153,1.225,22.52
"137064 (1998 WP5)",18.84,,,0.1951,1.374,19.50
"137078 (1998 XZ4)",16.34,,,0.6379,1.939,23.15
"137084 (1998 XS16)",16.48,0.322,0.04,0.4966,1.212,26.56
"137099 (1998 YW3)",18.29,0.291,0.02,0.4628,1.1,28.79
"137108 (1999 AN10)",18.05,,,0.5620,1.459,39.93
"137120 (1999 BJ8)",18.29,,,0.5489,1.9,8.97
"137125 (1999 CT3)",18.81,,,0.1319,1.427,34.23
"137126 (1999 CF9)",18.06,,,0.6008,1.77,5.54
"137158 (1999 FB)",17.92,,,0.6069,1.18,12.90
"137170 (1999 HF1)",14.66,,,0.4625,0.8191,25.66
"137175 (1999 JA11)",18.33,,,0.3412,1.261,16.43
"137199 (1999 KX4)",16.95,,,0.2926,1.457,16.57
"137427 (1999 TF211)",15.28,,,0.6118,2.44,39.51
"137671 (1999 XP35)",18.73,,,0.1843,1.435,21.10
"137799 (1999 YB)",18.79,,,0.0746,1.321,6.79
"137802 (1999 YT)",16.93,,,0.3518,1.776,31.59
"137805 (1999 YK5)",16.72,0.027,0.03,0.5583,0.8294,16.75
"137911 (2000 AB246)",17.75,,,0.4946,2.304,3.76
"137924 (2000 BD19)",17.50,0.247,0.04,0.8950,0.8764,25.75
"137925 (2000 BJ19)",16.07,0.373,0.07,0.7638,1.292,31.12
"138013 (2000 CN101)",14.72,0.172,0.23,0.6348,1.598,15.98
"138095 (2000 DK79)",15.97,,,0.4145,1.777,60.68
"138127 (2000 EE14)",17.11,0.449,0.02,0.5331,0.6618,26.46
"138155 (2000 ES70)",17.22,,,0.3195,1.809,25.45
"138175 (2000 EE104)",20.49,,,0.2933,1.004,5.23
"138205 (2000 EZ148)",15.04,,,0.6119,2.584,11.18
"138258 (2000 GD2)",18.98,,,0.4767,0.7578,32.14
"138325 (2000 GO82)",16.68,,,0.8047,2.162,25.73
"138359 (2000 GX127)",17.97,0.095,0.03,0.3613,1.141,20.24
"138404 (2000 HA24)",19.39,,,0.3186,1.139,2.16
"138524 (2000 OJ8)",16.86,,,0.5677,2.358,6.24
"138727 (2000 SU180)",19.34,,,0.6052,2.105,11.92
"138815 (2000 TQ64)",18.04,,,0.3807,2.09,8.24
"138846 (2000 VJ61)",16.09,,,0.5647,2.182,18.69
"138847 (2000 VE62)",17.07,0.396,0.15,0.2877,1.619,22.18
"138852 (2000 WN10)",20.30,,,0.2980,1.002,21.52
"138859 (2000 WN63)",18.98,,,0.5315,1.573,13.16
"138877 (2000 XG47)",16.78,,,0.5430,2.14,25.32
"138883 (2000 YL29)",16.85,0.247,0.22,0.3440,1.536,21.89
"138893 (2000 YH66)",18.19,,,0.7436,1.173,18.36
"138911 (2001 AE2)",19.44,,,0.0817,1.35,1.66
"138925 (2001 AU43)",15.96,,,0.3765,1.897,72.15
"138937 (2001 BK16)",17.80,,,0.6780,2.072,31.81
"138947 (2001 BA40)",18.82,0.292,0.12,0.2537,1.119,12.85
"138971 (2001 CB21)",18.52,,,0.3334,1.034,7.92
"139047 (2001 EB16)",17.41,,,0.3859,1.862,47.00
"139056 (2001 FY)",19.18,0.52,,0.3280,1.885,4.73
"139211 (2001 GN2)",17.74,,,0.4519,1.86,26.06
"139289 (2001 KR1)",17.80,0.127,0.24,0.8412,1.26,23.26
"139345 (2001 KA67)",16.74,0.038,0.13,0.7019,1.805,22.28
"139359 (2001 ME1)",16.52,,,0.8698,2.634,5.96
"139622 (2001 QQ142)",18.46,,,0.3101,1.421,9.34
"140039 (2001 SO73)",18.08,,,0.5677,1.821,4.85
"140158 (2001 SX169)",18.48,0.289,0.01,0.4609,1.347,2.52
"140288 (2001 SN289)",16.74,0.231,0.04,0.5082,1.784,53.19
"140333 (2001 TD2)",19.24,,,0.4816,0.9619,19.03
"140928 (2001 VG75)",18.29,,,0.2970,1.519,20.66
"141018 (2001 WC47)",19.04,,,0.2411,1.399,2.87
"141052 (2001 XR1)",17.46,,,0.5501,1.246,17.67
"141053 (2001 XT1)",18.86,,,0.5795,1.528,2.73
"141056 (2001 XV4)",17.32,,,0.4440,1.817,28.89
"141078 (2001 XQ30)",18.67,,,0.4509,1.863,11.47
"141079 (2001 XS30)",17.76,,,0.8282,1.165,28.54
"141354 (2002 AJ29)",17.36,,,0.4506,1.989,10.93
"141424 (2002 CD)",20.65,,,0.1768,0.9799,6.88
"141432 (2002 CQ11)",20.06,0.340,0.04,0.4275,0.9762,2.47
"141447 (2002 CW59)",17.16,,,0.5025,2.388,31.95
"141484 (2002 DB4)",16.32,0.455,0.04,0.3695,0.8579,16.60
"141495 (2002 EZ11)",18.46,,,0.8021,1.114,2.35
"141498 (2002 EZ16)",18.50,,,0.5666,0.9216,30.14
"141525 (2002 FV5)",18.07,,,0.7245,1.087,34.04
"141526 (2002 FA6)",20.20,,,0.3223,1.014,30.10
"141527 (2002 FG7)",18.94,,,0.6267,1.513,9.20
"141531 (2002 GB)",19.15,0.482,0.01,0.5290,0.9921,22.55
"141593 (2002 HK12)",18.32,,,0.5287,2.002,2.35
"141614 (2002 JV15)",19.52,,,0.5362,1.624,7.19
"141670 (2002 JS100)",16.85,,,0.4849,2.387,13.32
"141761 (2002 MC)",17.44,,,0.5095,2.575,18.93
"141765 (2002 MP3)",16.29,,,0.4689,2,33.07
"141851 (2002 PM6)",17.81,,,0.8502,1.198,19.14
"141874 (2002 PO34)",17.83,,,0.3488,1.835,10.99
"142040 (2002 QE15)",16.25,0.353,0.05,0.3444,1.667,28.25
"142348 (2002 RX211)",18.33,,,0.4574,2.065,6.07
"142464 (2002 TC9)",18.34,0.118,0.01,0.1548,1.234,16.28
"142555 (2002 TB58)",16.39,,,0.5633,2.633,23.40
"142561 (2002 TX68)",18.20,,,0.2935,1.674,16.66
"142563 (2002 TR69)",17.21,0.378,0.14,0.3437,1.66,20.49
"142781 (2002 UM11)",16.14,0.252,0.05,0.3878,1.951,41.02
"143381 (2003 BC21)",16.21,,,0.5106,2.596,5.47
"143404 (2003 BD44)",16.95,,,0.6077,1.967,2.66
"143409 (2003 BQ46)",17.89,,,0.3506,1.95,8.16
"143487 (2003 CR20)",18.94,,,0.7299,2.124,4.99
"143527 (2003 EN16)",18.64,,,0.3521,1.661,17.31
"143624 (2003 HM16)",15.92,0.169,0.04,0.5774,1.967,35.54
"143637 (2003 LP6)",16.58,,,0.8837,1.746,43.56
"143643 (2003 NP7)",18.31,,,0.4183,2.18,11.15
"143649 (2003 QQ47)",17.39,,,0.1870,1.085,62.10
"143651 (2003 QO104)",16.09,,,0.5261,2.133,11.62
"143678 (2003 SA224)",16.39,,,0.3287,1.65,13.86
"143947 (2003 YQ117)",15.36,,,0.6543,2.182,21.03
"143992 (2004 AF)",16.16,,,0.5537,1.971,27.13
"144332 (2004 DV24)",16.61,,,0.2897,1.423,55.89
"144411 (2004 EW9)",16.54,,,0.5339,1.917,8.79
"144861 (2004 LA12)",15.32,,,0.7492,2.509,39.42
"144898 (2004 VD17)",18.89,,,0.5888,1.508,4.22
"144900 (2004 VG64)",18.29,,,0.6557,0.9684,36.25
"144901 (2004 WG1)",17.55,0.038,0.04,0.5219,1.64,13.04
"144922 (2005 CK38)",17.35,,,0.4123,2.133,8.23
"145656 (4788 P-L)",16.44,,,0.5548,2.642,11.08
"152558 (1990 SA)",16.86,0.146,,0.4413,2.014,38.14
"152560 (1991 BN)",19.23,,,0.3980,1.444,3.45
"152561 (1991 RB)",19.10,,,0.4857,1.454,19.57
"152563 (1992 BF)",19.71,0.287,0.08,0.2717,0.9079,7.25
"152564 (1992 HF)",19.63,0.169,0.05,0.5617,1.391,13.32
"152575 (1994 GY)",17.08,,,0.5276,2.679,12.35
"152637 (1997 NC1)",17.87,,,0.2085,0.8649,16.72
"152664 (1998 FW4)",19.68,,,0.7140,2.52,3.41
"152667 (1998 FR11)",16.43,,,0.7076,2.807,6.68
"152671 (1998 HL3)",20.24,0.200,0.01,0.3660,1.129,2.68
"152679 (1998 KU2)",16.54,0.022,0.02,0.5524,2.252,4.93
"152680 (1998 KJ9)",19.49,,,0.6396,1.448,10.93
"152685 (1998 MZ)",19.33,,,0.5730,1.346,0.15
"152742 (1998 XE12)",19.10,0.264,0.01,0.7392,0.8781,13.43
"152754 (1999 GS6)",19.22,0.216,0.08,0.4974,1.191,2.02
"152756 (1999 JV3)",18.98,,,0.4149,1.451,15.22
"152770 (1999 RR28)",18.41,,,0.6543,1.878,7.14
"152787 (1999 TB10)",18.63,,,0.2316,1.363,15.95
"152828 (1999 VT25)",21.27,,,0.5231,1.162,5.15
"152889 (2000 CF59)",16.53,0.388,0.01,0.6407,1.679,41.55
"152895 (2000 CQ101)",18.17,,,0.4953,2.287,2.97
"152931 (2000 EA107)",16.30,0.237,0.04,0.4557,0.9297,28.58
"152941 (2000 FM10)",17.61,0.205,0.01,0.6807,1.481,8.73
"152942 (2000 FN10)",16.74,,,0.4569,1.938,27.07
"152952 (2000 GC2)",17.57,0.353,0.14,0.1869,1.384,55.29
"152964 (2000 GP82)",17.80,0.342,0.14,0.3934,1.397,13.23
"152978 (2000 GJ147)",19.58,0.109,0.01,0.2368,1.162,25.01
"153002 (2000 JG5)",18.28,,,0.7960,1.341,31.42
"153195 (2000 WB1)",17.51,0.100,0.44,0.6192,1.301,41.10
"153201 (2000 WO107)",19.30,0.129,0.08,0.7808,0.9111,7.77
"153219 (2000 YM29)",18.54,0.035,0.01,0.4356,2.089,40.34
"153220 (2000 YN29)",17.43,,,0.6679,2.541,6.23
"153243 (2001 AU47)",17.50,,,0.5307,1.299,35.98
"153249 (2001 BW15)",15.56,0.177,0.73,0.5907,2.117,41.28
"153267 (2001 CB32)",17.80,,,0.6138,1.781,9.68
"153271 (2001 CL42)",17.41,0.039,0.17,0.4024,1.557,21.65
"153306 (2001 JL1)",16.80,,,0.5232,2.553,26.98
"153311 (2001 MG1)",17.40,,,0.6459,2.502,28.41
"153315 (2001 NH6)",19.55,,,0.4496,1.237,34.70
"153349 (2001 PJ9)",18.65,,,0.6380,1.8,10.55
"153415 (2001 QP153)",17.01,,,0.2139,0.8915,50.21
"153460 (2001 RN)",19.71,,,0.5812,1.414,10.09
"153591 (2001 SN263)",17.11,,,0.4800,1.988,6.69
"153792 (2001 VH75)",18.16,,,0.7429,2.098,10.48
"153814 (2001 WN5)",18.28,0.097,0.01,0.4673,1.711,1.92
"153842 (2001 XT30)",16.70,0.193,0.11,0.5670,2.749,9.00
"153951 (2002 AC3)",18.75,,,0.3420,1.836,15.47
"153953 (2002 AD9)",16.81,,,0.8089,1.773,31.01
"153957 (2002 AB29)",17.76,,,0.7591,2.532,46.54
"153958 (2002 AM31)",18.35,,,0.4514,1.703,4.64
"154007 (2002 BY)",18.12,,,0.3470,1.818,2.73
"154019 (2002 CZ9)",22.07,,,0.3602,1.325,4.97
"154020 (2002 CA10)",19.13,,,0.5897,1.541,12.12
"154029 (2002 CY46)",16.52,0.098,0.04,0.4624,1.89,44.20
"154035 (2002 CV59)",17.38,0.149,0.12,0.5320,1.21,49.06
"154144 (2002 FA5)",17.51,,,0.2961,1.834,23.62
"154229 (2002 JN97)",16.61,,,0.7186,1.851,10.09
"154244 (2002 KL6)",17.57,,,0.5499,2.305,3.25
"154268 (2002 RM129)",18.06,,,0.4650,1.511,14.57
"154269 (2002 SM)",17.89,,,0.4865,1.871,14.40
"154275 (2002 SR41)",20.13,,,0.4908,1.084,11.58
"154276 (2002 SY50)",17.61,0.143,0.35,0.6889,1.705,8.74
"154278 (2002 TB9)",16.49,,,0.5915,1.804,29.76
"154300 (2002 UO)",19.37,,,0.4725,1.209,8.29
"154302 (2002 UQ3)",17.69,,,0.5615,1.72,28.83
"154330 (2002 VX94)",18.18,,,0.4087,1.477,7.16
"154347 (2002 XK4)",16.09,,,0.6919,1.85,17.74
"154453 (2003 CJ11)",15.35,,,0.8352,2.583,20.82
"154555 (2003 HA)",16.70,,,0.5803,1.185,36.82
"154589 (2003 MX2)",16.62,0.395,0.26,0.4590,2.289,7.18
"154590 (2003 MA3)",21.70,0.530,0.00,0.4021,1.105,1.42
"154631 (2003 WO25)",18.21,,,0.4915,1.557,15.90
"154652 (2004 EP20)",18.92,,,0.4505,1.058,16.18
"154656 (2004 FE3)",16.39,,,0.6468,2.311,22.94
"154658 (2004 FA18)",19.42,,,0.4548,1.097,19.28
"154715 (2004 LB6)",18.53,,,0.4907,1.618,4.10
"154807 (2004 PP97)",18.56,0.319,0.01,0.3166,1.484,15.53
"154988 (2004 XN35)",18.39,,,0.6800,1.506,9.82
"154991 Vinciguerra (2005 BX26)",18.57,,,0.3227,1.705,5.63
"154993 (2005 EA94)",17.99,0.195,0.05,0.6637,1.517,10.32
"155110 (2005 TB)",17.45,0.379,0.03,0.3485,1.261,30.38
"155140 (2005 UD)",17.47,,,0.8724,1.275,28.61
"155334 (2006 DZ169)",17.23,,,0.4092,2.035,6.61
"155336 (2006 GA1)",18.41,,,0.7376,2.121,4.19
"155338 (2006 MZ1)",20.40,,,0.4825,1.569,2.08
"155340 (2006 SK198)",16.28,,,0.4658,2.108,9.24
"155341 (2006 SA218)",18.23,,,0.2415,1.478,18.52
"159399 (1998 UL1)",16.50,,,0.2140,1.527,41.97
"159402 (1999 AP10)",16.61,,,0.5719,2.38,7.57
"159454 (2000 DJ8)",18.04,0.367,0.02,0.2527,1.411,37.75
"159459 (2000 KB)",16.31,0.187,0.06,0.7989,2.337,56.16
"159467 (2000 QK25)",18.34,,,0.2828,1.809,6.14
"159495 (2000 UV16)",17.47,,,0.4823,2.349,4.06
"159504 (2000 WO67)",16.97,0.052,0.02,0.6170,2.433,9.69
"159518 (2001 FF7)",18.01,0.038,0.03,0.4452,2.104,47.47
"159533 (2001 HH31)",17.66,,,0.2889,1.655,12.85
"159555 (2001 SJ276)",18.69,,,0.2300,1.63,29.44
"159560 (2001 TO103)",17.15,0.209,0.30,0.4348,2.214,25.70
"159608 (2002 AC2)",16.59,,,0.3517,1.674,58.88
"159609 (2002 AQ3)",17.23,,,0.4625,2.112,40.01
"159635 (2002 CZ46)",18.16,,,0.3242,1.703,16.24
"159677 (2002 HQ11)",19.45,,,0.5951,1.851,6.07
"159686 (2002 LB6)",16.34,0.162,0.01,0.6880,1.804,24.73
"159699 (2002 PQ142)",17.60,,,0.7159,1.697,16.81
"159856 (2004 JW6)",17.98,,,0.4657,2.154,9.76
"159857 (2004 LJ1)",15.47,0.130,1.32,0.5935,2.262,23.15
"159923 (2004 YJ32)",16.44,,,0.5249,2.521,7.53
"159928 (2005 CV69)",18.00,,,0.4193,1.655,27.75
"159929 (2005 UK)",17.72,0.026,0.85,0.4078,1.887,54.42
"161989 Cacus (1978 CA)",17.31,0.09,,0.2138,1.123,26.07
"161995 (1983 LB)",17.26,,,0.4785,2.288,25.26
"161998 (1988 PA)",17.59,,,0.4063,2.147,8.23
"161999 (1989 RC)",18.80,0.211,0.02,0.5126,2.318,7.38
"162000 (1990 OS)",19.64,,,0.4624,1.678,1.09
"162004 (1991 VE)",18.29,,,0.6646,0.8908,7.22
"162011 Konnohmaru (1994 AB1)",16.60,,,0.5970,2.834,4.55
"162015 (1994 TF2)",19.25,,,0.2841,0.9934,23.75
"162038 (1996 DH)",16.68,0.105,0.22,0.2766,1.587,17.23
"162039 (1996 JG)",18.93,,,0.6604,1.802,5.28
"162058 (1997 AE12)",17.99,0.186,0.01,0.5542,2.367,4.85
"162063 (1997 EH29)",18.95,,,0.6664,1.214,13.01
"162080 (1998 DG16)",19.95,0.035,0.06,0.3582,0.8967,16.21
"162082 (1998 HL1)",19.12,,,0.1871,1.246,20.05
"162116 (1998 SA15)",19.54,0.116,0.17,0.5585,1.916,7.11
"162117 (1998 SD15)",19.14,,,0.3448,0.9326,26.80
"162120 (1998 SH36)",20.64,,,0.5710,1.088,2.13
"162142 (1998 VR)",18.83,0.250,0.17,0.3179,0.8753,21.81
"162149 (1998 YQ11)",17.51,,,0.3965,1.874,11.93
"162157 (1999 CV8)",19.95,,,0.3516,1.297,15.27
"162161 (1999 DK3)",17.68,,,0.4428,2.116,43.14
"162162 (1999 DB7)",19.99,,,0.1948,1.206,10.84
"162168 (1999 GT6)",17.34,,,0.5990,2.787,4.01
"162173 Ryugu (1999 JU3)",19.55,0.045,0.00,0.1911,1.191,5.87
"162181 (1999 LF6)",18.20,0.175,0.02,0.2806,1.41,18.94
"162183 (1999 NB5)",21.25,,,0.5349,2.073,1.43
"162186 (1999 OP3)",15.03,,,0.6115,2.708,27.59
"162195 (1999 RK45)",19.50,,,0.7731,1.598,5.89
"162196 (1999 RL45)",18.77,,,0.3749,1.826,22.43
"162210 (1999 SM5)",19.30,,,0.6975,2.305,5.28
"162214 (1999 TC10)",18.86,,,0.5859,2.324,19.16
"162215 (1999 TL12)",19.20,,,0.4365,1.082,17.34
"162269 (1999 VO6)",16.97,0.274,0.18,0.7378,1.135,40.13
"162273 (1999 VL12)",17.26,,,0.2364,1.594,20.19
"162361 (2000 AF6)",20.24,,,0.4111,0.8758,2.71
"162385 (2000 BM19)",18.59,0.115,0.10,0.3587,0.7406,6.88
"162416 (2000 EH26)",21.67,,,0.4781,1.854,0.40
"162421 (2000 ET70)",18.11,,,0.1238,0.9466,22.32
"162422 (2000 EV70)",20.60,,,0.5311,1.207,1.40
"162433 (2000 FK10)",19.36,,,0.4817,1.359,13.94
"162452 (2000 HO14)",18.50,,,0.4463,2.264,5.45
"162463 (2000 JH5)",17.97,0.084,0.08,0.2382,1.146,22.21
"162470 (2000 KX43)",19.24,,,0.5531,1.113,35.27
"162472 (2000 LL)",19.22,,,0.1184,1.259,31.86
"162474 (2000 LB16)",18.62,,,0.3573,1.241,50.71
"162483 (2000 PJ5)",17.53,0.236,0.01,0.3737,0.8727,51.18
"162510 (2000 QW69)",17.60,0.089,0.31,0.3023,1.376,38.14
"162566 (2000 RJ34)",15.73,0.071,0.10,0.5761,2.625,14.29
"162567 (2000 RW37)",19.97,0.173,0.01,0.2501,1.247,13.75
"162581 (2000 SA10)",18.66,,,0.3517,1.667,15.89
"162635 (2000 SS164)",16.71,,,0.5155,2.57,7.88
"162679 (2000 TK1)",18.01,,,0.5716,1.199,29.23
"162687 (2000 UH1)",18.75,,,0.5438,1.875,14.77
"162694 (2000 UH11)",19.74,,,0.4224,0.8703,32.22
"162695 (2000 UL11)",20.20,,,0.6356,2.123,2.19
"162698 (2000 UN30)",18.48,,,0.4873,2.12,20.69
"162723 (2000 VM2)",17.73,,,0.6815,1.774,6.39
"162740 (2000 WF6)",18.44,,,0.5034,2.459,39.22
"162741 (2000 WG6)",17.50,0.014,0.04,0.4994,2.319,11.85
"162781 (2000 XL44)",17.96,,,0.4260,2.226,10.03
"162783 (2000 YJ11)",20.91,,,0.2323,1.314,7.26
"162825 (2001 BO61)",17.97,,,0.7443,1.773,9.07
"162854 (2001 DE47)",19.14,,,0.1492,1.323,21.27
"162873 (2001 FB7)",19.27,,,0.0864,1.401,20.19
"162882 (2001 FD58)",18.77,,,0.5752,1.092,6.50
"162900 (2001 HG31)",15.98,,,0.5356,2.576,6.16
"162903 (2001 JV2)",18.63,0.060,0.01,0.2373,1.305,47.49
"162911 (2001 LL5)",19.33,,,0.3394,1.204,7.95
"162913 (2001 MT18)",18.48,,,0.5195,1.271,8.65
"162922 (2001 OY13)",20.91,,,0.3818,1.319,10.30
"162926 (2001 OB36)",17.12,,,0.6175,2.945,42.66
"162979 (2001 RA12)",18.29,,,0.5437,2.038,17.09
"162980 (2001 RR17)",16.77,0.658,0.04,0.4887,1.553,30.40
"162998 (2001 SK162)",18.17,0.161,0.01,0.4745,1.926,1.68
"163000 (2001 SW169)",19.24,,,0.0514,1.248,3.55
"163001 (2001 SE170)",18.41,,,0.4533,2.124,19.98
"163014 (2001 UA5)",17.75,,,0.4457,1.787,9.94
"163015 (2001 UX16)",22.07,,,0.3683,1.417,10.62
"163023 (2001 XU1)",19.52,,,0.5465,0.7974,27.15
"163026 (2001 XR30)",21.23,,,0.3651,1.297,11.86
"163051 (2001 YJ4)",16.40,,,0.5665,2.275,9.28
"163067 (2002 AP3)",19.99,,,0.5859,2.046,7.61
"163070 (2002 AO7)",18.40,,,0.6358,2.909,14.54
"163081 (2002 AG29)",18.57,,,0.2032,1.087,11.50
"163132 (2002 CU11)",18.61,0.408,0.02,0.2952,1.22,48.78
"163191 (2002 EQ9)",19.43,,,0.4653,1.835,16.29
"163243 (2002 FB3)",16.47,0.172,0.01,0.6016,0.7616,20.28
"163249 (2002 GT)",18.70,,,0.3348,1.344,6.97
"163250 (2002 GH1)",15.47,,,0.5351,2.691,35.23
"163252 (2002 GD11)",17.91,,,0.4413,2.132,9.00
"163295 (2002 HW)",19.49,,,0.6452,2.462,5.81
"163335 (2002 LJ)",17.19,,,0.6667,1.328,56.32
"163348 (2002 NN4)",20.05,0.030,0.24,0.4346,0.8758,5.42
"163364 (2002 OD20)",18.91,,,0.3689,1.365,4.19
"163373 (2002 PZ39)",19.03,,,0.5463,1.469,1.67
"163412 (2002 RV25)",17.36,,,0.4510,1.908,34.48
"163454 (2002 RN129)",19.11,0.096,0.25,0.3699,1.162,23.12
"163667 (2002 WC1)",19.88,,,0.5717,2.582,4.64
"163679 (2002 XG84)",19.29,,,0.4715,1.495,5.06
"163683 (2002 YP2)",19.05,,,0.6882,1.577,20.63
"163691 (2003 BB43)",17.09,0.021,0.54,0.5217,2.418,40.80
"163692 (2003 CY18)",18.27,,,0.4108,1.526,7.21
"163693 Atira (2003 CP20)",16.41,,,0.3221,0.741,25.62
"163694 (2003 DP13)",17.50,0.276,0.26,0.5434,2.641,9.82
"163696 (2003 EB50)",16.53,,,0.5189,1.571,29.50
"163697 (2003 EF54)",20.08,,,0.4731,1.609,2.95
"163732 (2003 KP2)",15.48,,,0.6963,2.752,44.61
"163758 (2003 OS13)",17.42,,,0.7413,1.296,41.53
"163760 (2003 OR14)",16.68,0.074,0.89,0.5043,2.512,13.07
"163818 (2003 RX7)",18.46,0.516,0.02,0.3546,1.229,10.39
"163899 (2003 SD220)",17.56,0.340,0.03,0.2094,0.8279,8.55
"163902 (2003 SW222)",17.21,,,0.2480,1.661,16.11
"164120 (2003 YK)",19.04,,,0.4080,1.512,11.03
"164121 (2003 YT1)",16.15,0.198,0.55,0.2921,1.11,44.06
"164184 (2004 BF68)",19.48,,,0.4533,1.627,4.60
"164201 (2004 EC)",15.73,,,0.8601,1.997,34.58
"164202 (2004 EW)",20.91,,,0.2790,0.9879,4.67
"164206 (2004 FN18)",17.66,0.124,0.42,0.4097,1.701,18.27
"164207 Cardea (2004 GU9)",21.19,0.219,0.01,0.1359,1.001,13.65
