full_name,H,albedo,diameter_sigma,e,a,i,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous,close_approach_date,relative_velocity_km_per_s,miss_distance_km,orbiting_body
2009 hg,24.34,,,0.2226,1.365,3.64,3457390,2009 hg,24.34,0.0360209346,0.0805452583,False,2025-04-23,6.257793733,23833519.35436455,Earth
2009 hu44,22.6,,,0.6441,0.8303,6.64,3458579,2009 hu44,22.6,0.0802703167,0.1794898848,False,2025-05-29,14.333534337,53762184.13268849,Earth
2009 jr,21.41,,,0.4895,1.73,8.4,3459429,2009 jr,21.41,0.138852907,0.310484539,True,2025-01-14,9.7933235468,20426799.92997703,Earth
2009 ky1,23.84,,,0.1894,1.147,9.37,3460325,2009 ky1,23.84,0.0453476699,0.1014004725,False,2025-05-04,4.9598349901,18701690.99877236,Earth
2009 os5,24.4,,,0.0994,1.148,1.71,3465236,2009 os5,24.4,0.0350392641,0.0783501764,False,2025-05-05,14.2830155391,66673217.03831889,Earth
2009 sa100,23.9,,,0.2864,1.145,3.82,3468431,2009 sa100,23.9,0.04411182,0.0986370281,False,2025-05-02,6.1373410288,23280141.843527976,Earth
2009 uk20,26.3,,,0.2072,1.053,2.84,3472549,2009 uk20,26.3,0.0146067964,0.0326617897,False,2025-05-21,15.6964457347,50274048.25168238,Earth
2009 vz,21.44,,,0.3253,1.413,12.31,3475238,2009 vz,21.44,0.1369477737,0.3062245314,True,2025-03-05,19.2287766226,73742982.39771333,Earth
2009 ww7,28.9,,,0.262,1.091,2.53,3477940,2009 ww7,28.9,0.004411182,0.0098637028,False,2025-03-25,7.2694805545,50451719.20917297,Earth
2009 wn8,25.2,,,0.3577,0.8483,12.75,3477945,2009 wn8,25.2,0.0242412481,0.0542050786,False,2025-02-06,20.5298294533,57577232.99273184,Earth
2009 xv1,22.38,,,0.6623,1.718,19.55,3483206,2009 xv1,22.38,0.0888290416,0.1986277755,False,2025-05-29,21.9013171545,15258208.436384669,Earth
2009 xl8,22.6,,,0.4801,1.239,13.69,3483652,2009 xl8,22.6,0.0802703167,0.1794898848,False,2025-06-01,12.1795072264,42546601.58766657,Earth
2009 yt6,21.18,,,0.4909,1.662,22.13,3484042,2009 yt6,21.18,0.1543671822,0.3451755128,False,2025-05-17,13.9155549474,24803536.896369267,Earth
2010 al30,27.2,,,0.3076,1.046,3.83,3485264,2010 al30,27.2,0.0096506147,0.0215794305,False,2025-01-08,13.5818178365,19541496.47531868,Earth
2010 al60,22.29,,,0.1607,1.229,16.16,3485806,2010 al60,22.29,0.0925880583,0.2070331923,False,2025-01-07,8.9892906844,9414482.23419549,Earth
2010 ct,20.25,,,0.6577,0.888,19.76,3507181,2010 ct,20.25,0.2368944994,0.5297122041,False,2025-02-10,14.8293512711,69157753.42306589,Earth
2010 fg81,23.05,0.058,0.0,0.393,1.658,7.97,3514798,2010 fg81,23.05,0.065246163,0.1458948557,False,2025-02-18,8.9615515115,14630970.821900852,Earth
2010 gh7,27.35,0.326,0.0,0.2997,1.4,3.52,3515028,2010 gh7,27.35,0.0090064777,0.0201390963,False,2025-01-19,12.5995105472,38462131.78080464,Earth
2010 gk65,24.5,,,0.4428,0.9225,0.58,3516408,2010 gk65,24.5,0.0334622374,0.0748238376,False,2025-04-19,23.3567622051,51986746.22943632,Earth
2010 ha,23.9,0.482,0.0,0.1958,0.9599,2.18,3516633,2010 ha,23.9,0.04411182,0.0986370281,False,2025-04-08,12.7581080054,37585103.19768726,Earth
2010 hx107,23.54,0.187,0.01,0.3004,0.8014,3.36,3520758,2010 hx107,23.54,0.0520660914,0.1164233197,False,2025-04-10,16.7862553792,50329194.035787284,Earth
2010 jr34,27.7,,,0.1447,0.9595,0.72,3520662,2010 jr34,27.7,0.0076657557,0.0171411509,False,2025-02-28,3.6961578244,15545534.453067811,Earth
2010 kc,24.18,,,0.6071,0.7819,2.21,3522631,2010 kc,24.18,0.038775283,0.0867041687,False,2025-03-28,27.6914130487,51438746.04395647,Earth
2010 kv39,26.8,,,0.2557,0.959,13.92,3525129,2010 kv39,26.8,0.0116025908,0.0259441818,False,2025-05-27,8.8221501299,11379695.312916337,Earth
2010 kd149,21.48,0.118,0.01,0.2118,0.8889,14.23,54114211,2010 kd149,21.48,0.1344481952,0.3006353038,True,2025-05-18,17.2579825841,68944569.36737685,Earth
2010 lj61,21.0,0.208,0.03,0.4595,1.046,9.8,3529587,2010 lj61,21.0,0.1677084622,0.3750075218,False,2025-05-19,17.4147987281,17832345.986654986,Earth
2010 ll68,22.88,0.063,0.02,0.5247,2.071,10.49,3529624,2010 ll68,22.88,0.0705594158,0.1577756503,False,2025-05-09,20.1505868655,58220493.85555391,Earth
2010 ng1,20.29,0.142,0.04,0.3326,0.8493,24.74,3536591,2010 ng1,20.29,0.2325706875,0.5200438667,False,2025-01-18,18.609570434,71957078.28340086,Earth
2010 tw54,27.6,,,0.234,1.043,3.85,3548666,2010 tw54,27.6,0.0080270317,0.0179489885,False,2025-02-10,6.2480658598,38931976.66843296,Earth
2010 uj7,25.4,,,0.3172,0.796,13.23,3550073,2010 uj7,25.4,0.022108281,0.0494356193,False,2025-04-30,17.4916267485,66614387.72082075,Earth
2010 vb,25.6,,,0.332,0.923,5.09,3550117,2010 vb,25.6,0.0201629919,0.0450858206,False,2025-05-08,9.7775700009,46531564.18716909,Earth
2010 vk,21.3,,,0.4068,1.258,33.45,3550134,2010 vk,21.3,0.1460679643,0.3266178974,False,2025-05-22,25.0540423588,45169847.79527944,Earth
2010 vz11,25.6,,,0.1537,1.104,4.63,3550466,2010 vz11,25.6,0.0201629919,0.0450858206,False,2025-02-04,5.509707406,42213564.68518282,Earth
2010 xa11,26.1,,,0.3716,0.9029,4.54,3553062,2010 xa11,26.1,0.0160160338,0.0358129403,False,2025-03-17,16.2789116817,26025592.875647705,Earth
2010 xb11,19.69,,,0.5338,0.6181,29.88,3553148,2010 xb11,19.69,0.3065878759,0.6855513317,False,2025-01-03,18.9394637946,19016423.704274394,Earth
2010 xr69,25.4,,,0.5168,0.8413,0.92,3553988,2010 xr69,25.4,0.022108281,0.0494356193,False,2025-02-04,11.7834695066,41739188.1190373,Earth
2010 xr69,25.4,,,0.5168,0.8413,0.92,3553988,2010 xr69,25.4,0.022108281,0.0494356193,False,2025-05-07,12.04496786,67673610.47270647,Earth
2011 ck50,24.12,,,0.3224,0.877,4.12,3557535,2011 ck50,24.12,0.0398616229,0.0891332986,False,2025-03-18,11.9232910188,14658609.23782037,Earth
2011 cd66,26.9,,,0.4371,0.6996,6.68,3557543,2011 cd66,26.9,0.0110803882,0.0247765013,False,2025-01-26,16.6155200823,35323013.69946353,Earth
2011 dv,20.79,,,0.0493,0.9573,10.59,3557843,2011 dv,20.79,0.1847374636,0.4130855266,True,2025-04-24,6.3980027145,20010993.413261164,Earth
2011 dt9,25.2,,,0.0831,1.104,11.6,3557958,2011 dt9,25.2,0.0242412481,0.0542050786,False,2025-02-16,14.867620112,70190193.26437125,Earth
2011 ec7,21.3,,,0.7502,2.29,6.26,3558374,2011 ec7,21.3,0.1460679643,0.3266178974,False,2025-03-13,29.9491027227,35658520.68717779,Earth
2011 el11,19.88,,,0.6902,1.996,3.91,3558375,2011 el11,19.88,0.2809020939,0.6281161771,True,2025-01-24,21.9129794205,9810797.749147562,Earth
2011 ge3,25.88,,,0.2925,0.8145,6.24,3561029,2011 ge3,25.88,0.0177237239,0.0396314515,False,2025-01-01,8.3173566881,49668157.47533864,Earth
2011 ge3,25.88,,,0.2925,0.8145,6.24,3561029,2011 ge3,25.88,0.0177237239,0.0396314515,False,2025-05-22,9.5627659626,20325461.884045415,Earth
2011 gj44,21.8,,,0.3462,1.171,26.5,3562319,2011 gj44,21.8,0.1160259082,0.2594418179,False,2025-04-25,16.98171255,40281446.60468974,Earth
2011 gp44,24.4,,,0.4188,0.7901,7.68,3562324,2011 gp44,24.4,0.0350392641,0.0783501764,False,2025-03-23,15.3135708394,25052654.061236564,Earth
2011 hn5,25.1,,,0.2432,0.9184,3.97,3564039,2011 hn5,25.1,0.0253837029,0.0567596853,False,2025-04-10,18.0706602342,57292196.40689138,Earth
2011 ho5,24.23,,,0.1368,1.056,11.29,3564040,2011 ho5,24.23,0.0378926498,0.0847305409,False,2025-01-20,4.602340047,42821495.0040872,Earth
2011 ob57,26.0,,,0.2423,0.9507,4.91,3576729,2011 ob57,26.0,0.0167708462,0.0375007522,False,2025-03-01,9.2899468185,41207184.50859549,Earth
2011 sb25,21.04,,,0.361,1.508,18.49,3578917,2011 sb25,21.04,0.1646474378,0.3681628631,False,2025-03-02,15.2576280799,26977432.63087085,Earth
2011 uy114,23.65,,,0.0956,1.184,9.11,3582867,2011 uy114,23.65,0.0494942761,0.1106725658,False,2025-05-12,5.3682978052,40229879.39611245,Earth
2011 vg9,22.38,,,0.7757,2.277,1.27,3587871,2011 vg9,22.38,0.0888290416,0.1986277755,False,2025-04-16,23.7554264314,4659617.637488974,Earth
2011 xd,24.0,,,0.3391,1.281,9.48,3590076,2011 xd,24.0,0.0421264611,0.0941976306,False,2025-05-16,7.4834570568,18086005.705804616,Earth
2011 yw10,24.64,,,0.443,0.8648,2.93,3591641,2011 yw10,24.64,0.0313729225,0.0701519874,False,2025-03-09,10.2459462472,17691053.40144292,Earth
2011 yu74,22.85,,,0.2588,1.279,1.99,3596097,2011 yu74,22.85,0.0715409951,0.1599705282,False,2025-05-13,5.0216467073,4363318.261850044,Earth
2012 an10,22.63,,,0.3982,0.9094,14.13,3592306,2012 an10,22.63,0.0791689667,0.1770271912,False,2025-01-17,11.4410706244,15258461.406382836,Earth
2012 dz,26.27,,,0.6493,2.176,1.22,3599405,2012 dz,26.27,0.0148099972,0.0331161605,False,2025-02-21,16.6721788629,1066006.820812985,Earth
2012 do8,22.34,,,0.247,0.948,8.75,3599541,2012 do8,22.34,0.0904804968,0.2023205415,False,2025-04-21,19.4519278293,61825623.66334054,Earth
2012 eo3,22.98,,,0.3564,0.7804,29.53,3600563,2012 eo3,22.98,0.067383719,0.1506745763,False,2025-02-21,22.3498910075,71784376.96715167,Earth
2012 el8,28.3,,,0.1491,1.188,4.25,3601299,2012 el8,28.3,0.0058150704,0.0130028927,False,2025-02-03,10.0620446051,42225926.04693964,Earth
2012 ft35,29.2,,,0.204,0.8338,5.13,3601673,2012 ft35,29.2,0.0038419789,0.008590926,False,2025-04-05,13.6714805055,44568211.17844425,Earth
2012 hf2,24.72,,,0.3674,1.192,12.43,3602705,2012 hf2,24.72,0.0302381333,0.0676145215,False,2025-04-16,12.5771165166,7478728.521547162,Earth
2012 hg2,27.0,,,0.1813,1.188,0.11,3602706,2012 hg2,27.0,0.0105816886,0.023661375,False,2025-01-25,6.659504546,15702473.015749779,Earth
2012 jn4,23.5,,,0.139,1.195,20.99,3603627,2012 jn4,23.5,0.0530340723,0.1185877909,False,2025-05-19,18.6824803752,69419945.56144948,Earth
2012 pb20,24.79,,,0.0885,1.042,5.92,3607530,2012 pb20,24.79,0.0292789148,0.0654696439,False,2025-02-09,4.2616705301,1335063.30234089,Earth
2012 pk24,23.64,,,0.4122,1.324,6.67,3607626,2012 pk24,23.64,0.0497227313,0.1111834072,False,2025-02-26,22.1029974323,53345755.917144485,Earth
2012 rh10,22.11,,,0.4693,1.146,13.92,3608565,2012 rh10,22.11,0.100590039,0.2249261651,False,2025-05-07,22.7211251741,46709919.37539749,Earth
2012 uk171,24.46,,,0.223,0.8587,1.29,3615463,2012 uk171,24.46,0.0340843469,0.0762149166,False,2025-01-11,6.3620428316,4081256.429654541,Earth
2012 vc26,28.7,,,0.1953,0.9492,1.48,3617076,2012 vc26,28.7,0.0048367649,0.0108153351,False,2025-02-27,7.132276212,33769070.836367175,Earth
2012 ve46,20.2,,,0.3612,0.7131,6.67,3617387,2012 ve46,20.2,0.2424124811,0.5420507863,True,2025-02-02,13.2056022631,66886272.21544292,Earth
2012 vk76,21.41,,,0.2642,1.111,20.49,3617706,2012 vk76,21.41,0.138852907,0.310484539,False,2025-04-17,16.6276412511,29919477.55425321,Earth
2012 ws3,26.0,,,0.2793,1.112,3.87,3618405,2012 ws3,26.0,0.0167708462,0.0375007522,False,2025-05-27,6.8160465013,10449691.191913703,Earth
2012 wq10,22.68,,,0.1977,0.9416,17.8,3618492,2012 wq10,22.68,0.077366861,0.1729975604,False,2025-01-18,15.0414430899,61627285.520752855,Earth
2012 xk134,26.4,,,0.2151,1.193,0.62,3621019,2012 xk134,26.4,0.0139493823,0.0311917671,False,2025-06-01,5.9449354884,52836418.927171454,Earth
2013 cw32,22.09,,,0.3783,0.9047,26.06,3626029,2013 cw32,22.09,0.1015207872,0.2270073813,False,2025-01-31,19.2240909884,18905648.38143234,Earth
2013 cv83,23.95,,,0.453,1.433,4.56,3626614,2013 cv83,23.95,0.0431077124,0.0963917753,False,2025-02-15,16.2218378179,21480732.06343147,Earth
2013 cw87,25.87,,,0.1229,1.213,6.14,3626687,2013 cw87,25.87,0.0178055329,0.039814382,False,2025-01-28,3.3405116656,13131492.803324748,Earth
2013 db,25.6,,,0.1194,1.126,10.75,3627014,2013 db,25.6,0.0201629919,0.0450858206,False,2025-01-17,10.6375493901,46853591.06041552,Earth
2013 df,24.6,,,0.4425,0.8646,4.2,3627059,2013 df,24.6,0.0319561887,0.0714562102,False,2025-01-21,10.3814633525,38895592.701194085,Earth
2013 df,24.6,,,0.4425,0.8646,4.2,3627059,2013 df,24.6,0.0319561887,0.0714562102,False,2025-05-02,11.6274169593,61623817.991724126,Earth
2013 eg68,24.9,,,0.2468,1.131,29.21,3632080,2013 eg68,24.9,0.0278326768,0.0622357573,False,2025-03-16,18.6786907494,22143040.95376448,Earth
2013 fy7,22.51,,,0.3092,1.58,18.36,3633049,2013 fy7,22.51,0.0836671502,0.1870854353,False,2025-03-23,9.491480233,73098359.580923,Earth
2013 gf23,23.7,,,0.3215,0.8572,27.8,3634275,2013 gf23,23.7,0.0483676488,0.1081533507,False,2025-05-03,16.1809956235,62423130.70577331,Earth
2013 gr38,21.96,,,0.5566,1.789,4.59,3634388,2013 gr38,21.96,0.1077841687,0.2410127282,True,2025-04-24,17.5500001746,14680317.5792133,Earth
2013 hj19,21.5,,,0.4719,2.073,27.22,3636252,2013 hj19,21.5,0.1332155667,0.2978790628,False,2025-04-24,13.8879842497,74695030.64748791,Earth
2013 jo7,26.0,,,0.1024,1.125,10.16,3638238,2013 jo7,26.0,0.0167708462,0.0375007522,False,2025-04-10,12.7247314194,49934823.84665734,Earth
2013 nj4,27.4,,,0.2033,1.135,1.33,3644727,2013 nj4,27.4,0.0088014652,0.0196806745,False,2025-04-26,5.7662189249,45426389.26307825,Earth
2013 ng10,22.7,,,0.3368,0.9536,20.73,3644814,2013 ng10,22.7,0.0766575574,0.1714115092,False,2025-02-15,15.3755260533,40089856.896816686,Earth
2013 nc15,22.14,,,0.2079,1.14,20.94,3645041,2013 nc15,22.14,0.0992098919,0.2218400624,False,2025-01-03,12.0604970908,25616443.389347907,Earth
2013 pz38,24.0,,,0.0965,1.227,10.22,3645650,2013 pz38,24.0,0.0421264611,0.0941976306,False,2025-01-13,7.1157932928,53567479.52788589,Earth
2013 ru5,20.49,,,0.4863,1.242,43.9,3647019,2013 ru5,20.49,0.2121069879,0.4742856434,False,2025-04-02,31.8465682361,58886435.04200967,Earth
2013 rt9,26.5,,,0.0848,1.14,9.02,3647191,2013 rt9,26.5,0.0133215567,0.0297879063,False,2025-01-03,4.5094400585,36530806.76349979,Earth
2013 sl20,24.62,,,0.4032,1.081,4.29,3648643,2013 sl20,24.62,0.0316632126,0.0708010957,False,2025-05-18,17.9792841802,31126287.835082505,Earth
2013 tk4,23.98,,,0.2478,0.936,7.02,3648769,2013 tk4,23.98,0.0425162524,0.0950692305,False,2025-01-02,17.9086965031,53240801.671820946,Earth
2013 tg6,26.58,,,0.123,0.9409,3.46,3648878,2013 tg6,26.58,0.012839703,0.0287104486,False,2025-01-12,12.4569412057,43060552.47514613,Earth
2013 um9,24.57,,,0.2467,1.216,2.96,3653322,2013 um9,24.57,0.0324007435,0.0724502651,False,2025-03-25,7.6944396185,66654931.750507936,Earth
2013 vo5,21.36,,,0.6908,1.279,2.02,3653537,2013 vo5,21.36,0.1420872067,0.317716653,True,2025-02-28,28.7525118688,27094717.360950846,Earth
2013 vo13,22.73,,,0.2896,1.075,23.91,3653694,2013 vo13,22.73,0.0756057762,0.1690596552,False,2025-05-20,16.039266019,14107085.42411054,Earth
2013 wy43,26.7,,,0.2922,1.117,11.4,3653907,2013 wy43,26.7,0.0121494041,0.0271668934,False,2025-05-11,20.4937551914,54270478.515266344,Earth
2014 ba3,28.32,,,0.0733,0.9419,2.28,3656792,2014 ba3,28.32,0.0057617575,0.0128836815,False,2025-02-03,14.7928492108,60818033.74861768,Earth
2014 bg25,25.3,,,0.2457,0.8976,9.91,3656929,2014 bg25,25.3,0.0231502122,0.0517654482,False,2025-01-16,15.6724825019,39660831.313916154,Earth
2014 bm25,28.1,,,0.3612,1.493,3.59,3656933,2014 bm25,28.1,0.0063760979,0.0142573883,False,2025-01-02,15.3371937843,42733613.705436125,Earth
2014 bm25,28.1,,,0.3612,1.493,3.59,3656933,2014 bm25,28.1,0.0063760979,0.0142573883,False,2025-06-01,5.5104921484,73526422.71096712,Earth
2014 br57,23.9,,,0.3987,1.358,3.85,3660308,2014 br57,23.9,0.04411182,0.0986370281,False,2025-01-16,7.2565355753,71736247.727064,Earth
2014 br57,23.9,,,0.3987,1.358,3.85,3660308,2014 br57,23.9,0.04411182,0.0986370281,False,2025-05-30,8.6607106959,26911906.190727487,Earth
2014 ce13,24.09,,,0.5716,0.8513,5.47,3661494,2014 ce13,24.09,0.0404161533,0.0903732663,False,2025-02-19,16.8056397296,3434808.414131694,Earth
2014 de23,24.7,,,0.3598,1.354,6.13,3662633,2014 de23,24.7,0.0305179233,0.0682401509,False,2025-03-03,12.5770663495,18380736.65249511,Earth
2014 fl38,23.8,,,0.3115,1.493,5.09,3666683,2014 fl38,23.8,0.046190746,0.1032856481,False,2025-02-11,9.0496097238,29168871.60286883,Earth
2014 gj1,24.21,,,0.2729,0.942,4.92,3666925,2014 gj1,24.21,0.0382432662,0.0855145429,False,2025-04-01,5.888606379,14228541.167202944,Earth
2014 gq17,27.1,,,0.2472,0.8541,0.09,3667048,2014 gq17,27.1,0.0101054342,0.0225964377,False,2025-04-04,13.6984760297,39063153.93934859,Earth
2014 gt34,21.65,,,0.3208,0.8518,34.68,3667093,2014 gt34,21.65,0.1243240006,0.2779969165,False,2025-03-31,17.0215350787,18662330.707110908,Earth
2014 hl123,22.5,,,0.39,1.693,11.86,3669221,2014 hl123,22.5,0.0840533402,0.1879489824,False,2025-03-23,6.9241664946,27338980.703247704,Earth
2014 hb124,23.02,,,0.5103,0.8431,6.57,3669249,2014 hb124,23.02,0.0661538275,0.1479244553,False,2025-05-15,29.8512072488,72597042.57764003,Earth
2014 hs124,23.16,,,0.2928,1.347,9.42,3669255,2014 hs124,23.16,0.0620233153,0.1386883492,False,2025-04-22,8.8864840109,4169551.321536804,Earth
2014 hs184,23.3,,,0.4712,1.954,2.32,3670293,2014 hs184,23.3,0.058150704,0.130028927,False,2025-05-02,20.3979491241,70395021.65070973,Earth
2014 jf15,25.37,,,0.1794,1.145,11.38,3670392,2014 jf15,25.37,0.0224158379,0.0501233372,False,2025-04-23,10.2193617216,22648352.833527707,Earth
2014 ja31,23.39,,,0.2177,1.351,26.45,3671001,2014 ja31,23.39,0.0557898221,0.1247498347,False,2025-05-15,14.6166030275,11616037.612554345,Earth
2014 kf22,26.4,,,0.42,1.494,4.96,3672358,2014 kf22,26.4,0.0139493823,0.0311917671,False,2025-05-25,11.4960953712,3475910.384034833,Earth
2014 kc39,23.3,,,0.492,2.366,6.06,3672457,2014 kc39,23.3,0.058150704,0.130028927,False,2025-05-15,9.1101398502,63210537.852855995,Earth
2014 kg39,25.0,,,0.3577,0.9029,3.46,3672459,2014 kg39,25.0,0.02658,0.0594346868,False,2025-02-23,13.5178139657,18878369.62871188,Earth
2014 kv76,21.06,,,0.3582,0.8483,12.75,3672907,2014 kv76,21.06,0.163137941,0.3647875257,False,2025-05-22,20.6489826893,52492924.99893663,Earth
2014 lz20,24.46,,,0.4326,0.7462,6.13,3673598,2014 lz20,24.46,0.0340843469,0.0762149166,False,2025-02-26,9.6513980248,62559063.01978583,Earth
2014 na39,24.1,,,0.2816,1.357,19.24,3674427,2014 na39,24.1,0.040230458,0.0899580388,False,2025-01-17,11.2324862565,70291378.95983206,Earth
2014 og300,24.3,,,0.4001,1.278,13.34,3678248,2014 og300,24.3,0.0366906138,0.0820427065,False,2025-01-21,11.0511773016,13764722.455772905,Earth
2014 qz295,24.8,,,0.3363,0.9542,1.34,3683472,2014 qz295,24.8,0.0291443905,0.0651688382,False,2025-05-11,12.1709192917,14098102.460971503,Earth
2014 rf11,23.8,,,0.132,1.256,7.08,3685814,2014 rf11,23.8,0.046190746,0.1032856481,False,2025-03-01,7.1053348142,60273612.796896085,Earth
2014 sd145,26.9,,,0.1973,1.261,7.24,3690386,2014 sd145,26.9,0.0110803882,0.0247765013,False,2025-01-14,6.6877944213,63564543.20062744,Earth
2014 tl,27.8,,,0.3393,1.133,3.24,3692289,2014 tl,27.8,0.0073207399,0.016369672,False,2025-04-10,7.0238654145,19334957.61685419,Earth
2014 tu,25.09,,,0.2349,1.063,2.52,3692560,2014 tu,25.09,0.0255008688,0.0570216761,False,2025-01-08,7.0312838109,45581702.56458096,Earth
2014 tv,24.4,,,0.3935,1.09,7.16,3692561,2014 tv,24.4,0.0350392641,0.0783501764,False,2025-05-19,18.6391120875,35269843.774106,Earth
2014 tl17,22.91,,,0.3175,1.167,9.44,3692749,2014 tl17,22.91,0.0695913044,0.1556108872,False,2025-04-09,8.7960662143,8937622.01429267,Earth
2014 tn17,21.5,,,0.7031,2.258,16.28,3692751,2014 tn17,21.5,0.1332155667,0.2978790628,True,2025-03-26,21.4671516983,5092311.165684686,Earth
2014 tj33,23.12,,,0.4944,1.602,2.71,3693145,2014 tj33,23.12,0.0631764148,0.1412667581,False,2025-03-23,18.4231377493,32662928.148695517,Earth
2014 tc36,25.0,,,0.2826,0.8028,15.44,3693267,2014 tc36,25.0,0.02658,0.0594346868,False,2025-02-26,14.5809732707,61269520.135237455,Earth
2014 ur,26.6,,,0.0155,0.9907,8.27,3693428,2014 ur,26.6,0.0127219879,0.0284472297,False,2025-02-25,15.4247254715,70813589.4000307,Earth
2014 uv34,25.03,,,0.1256,1.064,8.16,3694127,2014 uv34,25.03,0.0262153087,0.0586192124,False,2025-04-23,4.6566705977,14743029.425191335,Earth
2014 uv210,26.9,,,0.1313,1.155,0.6,3699902,2014 uv210,26.9,0.0110803882,0.0247765013,False,2025-03-30,3.2056986735,30347482.745042272,Earth
2014 wu202,26.8,,,0.3159,1.402,8.23,3698845,2014 wu202,26.8,0.0116025908,0.0259441818,False,2025-04-05,5.9280320287,63275606.134562686,Earth
2014 wp362,23.2,,,0.4303,1.17,17.48,3699442,2014 wp362,23.2,0.0608912622,0.1361570015,False,2025-04-05,12.7150495829,59369123.29573194,Earth
2014 xo7,26.8,,,0.3686,1.068,6.8,3701880,2014 xo7,26.8,0.0116025908,0.0259441818,False,2025-01-09,8.9190161339,55001479.0075566,Earth
2014 yd,24.29,,,0.0857,1.071,1.74,3702319,2014 yd,24.29,0.0368599699,0.0824213984,False,2025-01-10,4.7349231223,14974781.359067757,Earth
2014 ye1,23.4,,,0.5544,1.326,3.7,3702717,2014 ye1,23.4,0.0555334912,0.1241766613,False,2025-04-24,28.3879284459,55154696.36810168,Earth
2014 ye15,28.3,,,0.2071,0.8443,3.21,3703059,2014 ye15,28.3,0.0058150704,0.0130028927,False,2025-05-09,10.1603634928,50055116.19703433,Earth
2015 aa44,23.9,,,0.3358,1.41,10.11,3703538,2015 aa44,23.9,0.04411182,0.0986370281,False,2025-05-13,7.3740433565,26641284.451725986,Earth
2015 ap44,26.2,,,0.2395,1.277,1.11,3703548,2015 ap44,26.2,0.0152951935,0.0342010925,False,2025-05-10,18.1272738296,69612402.84720981,Earth
2015 ac246,23.4,,,0.2091,1.412,9.9,3704144,2015 ac246,23.4,0.0555334912,0.1241766613,False,2025-01-06,6.0620992868,52820770.79549223,Earth
2015 bf,26.6,,,0.3531,1.154,7.73,3703792,2015 bf,26.6,0.0127219879,0.0284472297,False,2025-01-02,25.6759881383,72149352.40152915,Earth
2015 bg4,26.4,,,0.3448,1.594,1.16,3704156,2015 bg4,26.4,0.0139493823,0.0311917671,False,2025-02-12,9.6361407864,34563201.83923445,Earth
2015 bk509,22.36,,,0.4291,1.157,6.13,3708359,2015 bk509,22.36,0.0896509666,0.2004656557,False,2025-02-25,14.5528180487,3600240.186445891,Earth
2015 bp509,27.8,,,0.4971,1.163,2.01,3708364,2015 bp509,27.8,0.0073207399,0.016369672,False,2025-01-28,22.1781653855,32976155.779947046,Earth
2015 by512,21.49,,,0.6657,0.8783,23.31,3709250,2015 by512,21.49,0.1338304618,0.2992540101,False,2025-03-10,17.3279837746,66336716.09243677,Earth
